sequence,domain,kingdom,classifier_phylum,classifier_subphylum,classifier_class,classifier_order,classifier_suborder,classifier_infraorder,classifier_superfamily,classifier_family,BLAST_phylum,BLAST_subphylum,BLAST_class,BLAST_order,BLAST_suborder,BLAST_infraorder,BLAST_superfamily,BLAST_family,BLAST_subfamily,BLAST_tribe,BLAST_subtribe,BLAST_genus,BLAST_species,BLAST_subspecies,same,classifier_confidence,consistent_to,group_to_use,notes
b06228b773c96bd163bf87029f27fbc5,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Dexiinae,Palpostomatini,NA,Hamaxiella,brunnescens,NA,No,0.616349049,NA,Diptera,
558df29003c94c94eb0c4de7f03da0db,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Dexiinae,Palpostomatini,NA,Hamaxiella,brunnescens,NA,No,0.616190566,NA,Diptera,
6581fee732beeffe02a95fc53ebd57a9,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Tachinini,NA,Tachina,fera,NA,No,0.317797642,NA,Diptera,
33622d44cbaf479704ca17145f3201ec,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Rhiniidae,NA,NA,NA,Rhinia,unclassified_Rhinia,MATM-2012,No,0.439701316,NA,Diptera,
ae8389d426063876a983992367855e73,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Rhiniidae,NA,NA,NA,Rhinia,unclassified_Rhinia,MATM-2012,No,0.438230638,NA,Diptera,
f5c504e2858aa4ae27303107c8d4b510,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Exoristinae,Exoristini,NA,Exorista,larvarum,NA,No,0.523694987,NA,Diptera,
fb13525e3010a4ae51b1cacf22724334,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Exoristinae,Exoristini,NA,Exorista,larvarum,NA,No,0.521389478,NA,Diptera,
6c6dfed4424e8abac5aaf85dde2eb13e,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Ernestiini,NA,Janthinomyia,unclassified_Janthinomyia,PH-2020,No,0.384193408,NA,Diptera,
8ddc763f06bf651c30e5eb9c03572b23,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Ernestiini,NA,Janthinomyia,unclassified_Janthinomyia,PH-2020,No,0.376212447,NA,Diptera,
4a3de62e6160c09d02624de06cd54b4c,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Ernestiini,NA,Janthinomyia,unclassified_Janthinomyia,PH-2020,No,0.37953707,NA,Diptera,
8eba325d2cc3c0437a22a3e5d03cb85a,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Ernestiini,NA,Janthinomyia,unclassified_Janthinomyia,PH-2020,No,0.373228785,NA,Diptera,
0ca60e89442274ebba19cb84233b31d6,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Ernestiini,NA,Janthinomyia,unclassified_Janthinomyia,PH-2020,No,0.376211303,NA,Diptera,
8d8b40322ec575e2cee4e38fe9ef8fe9,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Ernestiini,NA,Janthinomyia,unclassified_Janthinomyia,PH-2020,No,0.461615861,NA,Diptera,
a28c21bdf6aa7cf7a65d13be808a2dbf,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Azeliinae,Reinwardtiini,NA,Muscina,pascuorum,NA,No,0.537491777,NA,Diptera,
d210dad9725f20395f1c079ab0b72899,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Diopsoidea,Nothybidae,NA,NA,NA,Nothybus,sumatranus,NA,No,0.549754732,NA,Diptera,
8cfe518b22798bc8292880eb52eb2a45,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Azeliinae,Reinwardtiini,NA,Muscina,pascuorum,NA,No,0.325803145,NA,Diptera,
7f666751073befe3aca742ab6eae0e4f,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Azeliinae,Reinwardtiini,NA,Muscina,pascuorum,NA,No,0.38812883,NA,Diptera,
3f6dc9725ccd3abb53b5cabbc72cc8dd,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Azeliinae,Reinwardtiini,NA,Muscina,pascuorum,NA,No,0.326195739,NA,Diptera,
465a00648f2b2e0e22181227381973cb,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Ephydridae,Hydrelliinae,NA,NA,Paralimna,concors,NA,No,0.652565188,NA,Diptera,
e7dcf1121bc72805d0ee2b9c2331f02e,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Ephydridae,Hydrelliinae,NA,NA,Paralimna,concors,NA,No,0.666715523,NA,Diptera,
171973ce0d805fedad44fca7ad0a8664,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Azeliinae,Reinwardtiini,NA,Muscina,pascuorum,NA,No,0.627360598,NA,Diptera,
ccd712e270f50bc4a1db66ff65f10349,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Azeliinae,Reinwardtiini,NA,Muscina,pascuorum,NA,No,0.625139496,NA,Diptera,
760758aa06cae9d6f8ee8a77cef40cd2,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Azeliinae,Reinwardtiini,NA,Muscina,pascuorum,NA,No,0.651114028,NA,Diptera,
fa7718416d574f619088a01c3012095e,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Ephydridae,Hydrelliinae,NA,NA,Hydrellia,maura,NA,No,0.455641083,NA,Diptera,
1d61b21d03bd679f79523832292810e4,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Ephydridae,Hydrelliinae,NA,NA,Hydrellia,maura,NA,No,0.533510008,NA,Diptera,
43efa46b44b5916969d06fa0570927e7,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Ephydridae,Hydrelliinae,NA,NA,Hydrellia,maura,NA,No,0.710195721,NA,Diptera,
f5bb1e34ab690d94b59a73483d34a4e0,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Ephydridae,Hydrelliinae,NA,NA,Hydrellia,maura,NA,No,0.455637606,NA,Diptera,
dcf3662525f547764287a1c4ac0fe20f,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Ephydridae,Hydrelliinae,NA,NA,Hydrellia,maura,NA,No,0.582948797,NA,Diptera,
823461edc629bbdcec165eac60352a0d,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Ephydridae,Hydrelliinae,NA,NA,Hydrellia,maura,NA,No,0.582952063,NA,Diptera,
60a36ec20dc7eab138a6ea0fdb0c4c58,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Ephydridae,Hydrelliinae,NA,NA,Hydrellia,maura,NA,No,0.582855382,NA,Diptera,
c9391b9c1c13aa7ffb7211c0a506eb7d,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Ephydridae,Hydrelliinae,NA,NA,Hydrellia,maura,NA,No,0.455473529,NA,Diptera,
48e67678aacda1bc100e7844861176c5,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Ephydridae,Hydrelliinae,NA,NA,Hydrellia,maura,NA,No,0.455470002,NA,Diptera,
8371fb19306e6146521c676a3d3021a6,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Ephydridae,Hydrelliinae,NA,NA,Hydrellia,maura,NA,No,0.463524352,NA,Diptera,
c5f8bbf7e2049e38420da05c68d370d7,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Ephydridae,Hydrelliinae,NA,NA,Hydrellia,maura,NA,No,0.463520894,NA,Diptera,
91978915bf778857d3637122435192e3,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Oestridae,Hypodermatinae,NA,NA,Hypoderma,lineatum,NA,No,0.667768704,NA,Diptera,
d9a52650d45c67c4b65b808c814c5bf5,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,Paramacronychiinae,NA,NA,Goniophyto,honshuensis,NA,No,0.718229292,NA,Diptera,
4ea680331fd1e1e3833a9a3285906d7c,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Muscinae,Muscini,Musca,Musca,autumnalis,NA,No,0.827217062,NA,Diptera,
12ad4ab2eb4dd1b70ad60c6d8f900535,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,Paramacronychiinae,NA,NA,Goniophyto,honshuensis,NA,No,0.77228244,NA,Diptera,
e6647f7c8114490aa781c5a4d26c7c6c,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Ephydridae,Hydrelliinae,NA,NA,Hydrellia,maura,NA,No,0.463788535,NA,Diptera,
d8268093aa625e38a567eb76659e9cf3,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Ephydridae,Hydrelliinae,NA,NA,Hydrellia,maura,NA,No,0.588125189,NA,Diptera,
5fe710a385e868a83eac4b28f6f18def,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Empidoidea,Hybotidae,Tachydromiinae,NA,NA,Platypalpus,cursitans,NA,No,0.690240087,NA,Diptera,
cbebe4c04419ce2f1eec503db04cb85b,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Agromyzidae,Phytomyzinae,NA,NA,Liriomyza,chinensis,NA,No,0.644268423,NA,Diptera,
33744c143034e191a79a0ecc81dcb6e6,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Agromyzidae,Phytomyzinae,NA,NA,Liriomyza,chinensis,NA,No,0.580721857,NA,Diptera,
32e14b18c4c55202094b315e1d387c5b,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Agromyzidae,Phytomyzinae,NA,NA,Liriomyza,chinensis,NA,No,0.644241662,NA,Diptera,
29cdf09d548fce98b14abc471cf598a3,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Mydaeinae,NA,NA,Graphomya,rufitibia,NA,No,0.41594448,NA,Diptera,
30fa5e225827275fccf67048b6b45341,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Agromyzidae,Phytomyzinae,NA,NA,Liriomyza,sativae,NA,No,0.637561473,NA,Diptera,
beb66049238b9114482fcb13eb1817c2,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Agromyzidae,Phytomyzinae,NA,NA,Liriomyza,chinensis,NA,No,0.648559198,NA,Diptera,
87705fe60e325559c799d4d6c8b64ecf,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Azeliinae,Reinwardtiini,NA,Muscina,pascuorum,NA,No,0.326195662,NA,Diptera,
906c6e180aab85435cc48e37fe36e308,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Azeliinae,Reinwardtiini,NA,Muscina,pascuorum,NA,No,0.422620645,NA,Diptera,
55a3dec9944b435ce4f0146691cbecf0,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Exoristinae,Goniini,NA,Palesisa,nudioculata,NA,No,0.525356883,NA,Diptera,
9a2250339a49035f9689bc0045fdce99,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Azeliinae,Azeliini,NA,Hydrotaea,unicidentata,NA,No,0.547065724,NA,Diptera,
6c43ef8f1dabb1a48d70ea4f2a3d4f49,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Empidoidea,Empididae,Clinocerinae,NA,NA,Heleodromia,immaculata,NA,No,0.547153019,NA,Diptera,
3b930dfccca5d6ad9a121950aa81a102,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Azeliinae,Reinwardtiini,NA,Muscina,pascuorum,NA,No,0.331591183,NA,Diptera,
315158e827671b314d6cad3c2d12f7d9,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Ernestiini,NA,Janthinomyia,unclassified_Janthinomyia,PH-2020,No,0.603539315,NA,Diptera,
bcce25f15448860a669fd705ce753076,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Muscinae,Muscini,Musca,Musca,autumnalis,NA,No,0.538385567,NA,Diptera,
206e172b585e09a2a1e316c1f7e45292,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Muscinae,Muscini,NA,Musca,autumnalis,NA,No,0.502873298,NA,Diptera,
94f476ffde8218365489d03a0932d6da,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Muscinae,Muscini,Musca,Musca,autumnalis,NA,No,0.546249686,NA,Diptera,
86b40065b800bb66386f5fc3346a4379,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Muscinae,Muscini,Musca,Musca,autumnalis,NA,No,0.465425357,NA,Diptera,
c402c711067dd2d26f99c6134746ffae,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Muscinae,Muscini,Musca,Musca,autumnalis,NA,No,0.493776909,NA,Diptera,
f2cf83f63f098f72b70596d584dccecc,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Muscinae,Muscini,Musca,Musca,autumnalis,NA,No,0.493758251,NA,Diptera,
8b0f0e37ff3bbe55fe1e7247d3da7008,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Muscinae,Muscini,Musca,Musca,autumnalis,NA,No,0.49378308,NA,Diptera,
66d03d9b2c40f51cf348253998dde9a8,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Tephritoidea,Tephritidae,Dacinae,Dacini,NA,Dacus,trimacula,NA,No,0.55688691,NA,Diptera,
a9fcda4a9a17cfc9d2b86a6eb7ef2f40,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Muscinae,Muscini,Musca,Musca,autumnalis,NA,No,0.314676285,NA,Diptera,
3af5838d84b0f417c4a41f553a78eb8f,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Muscinae,Muscini,Musca,Musca,autumnalis,NA,No,0.763095504,NA,Diptera,
b6dd755fbf792a687adbcc4ac62dc7e1,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Dictyoptera,Blattodea,NA,Blattoidea,Termitoidae,Termitidae,Termitinae,NA,Pericapritermes,dolichocephalus,NA,No,0.668419351,NA,Dictyoptera,
85ecdc516ec58a2075a206fda85baf2c,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Dictyoptera,Blattodea,NA,Blattoidea,Termitoidae,Termitidae,Macrotermitinae,NA,Odontotermes,unclassified_Odontotermes,BDIT086,No,0.645642941,NA,Dictyoptera,
34516c4f7eaf4cf788e3c22fb8a5d616,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Dictyoptera,Blattodea,NA,Blattoidea,Termitoidae,Termitidae,Macrotermitinae,NA,Macrotermes,subhyalinus,NA,No,0.451065521,NA,Dictyoptera,
dfe415da9221d15b8593ce87b00ab092,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Dictyoptera,Blattodea,NA,Blattoidea,Termitoidae,Termitidae,Macrotermitinae,NA,Macrotermes,subhyalinus,NA,No,0.396850669,NA,Dictyoptera,
65e815511408356fd6a0ce1f6c4596d8,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Dictyoptera,Blattodea,NA,Blattoidea,Termitoidae,Termitidae,Macrotermitinae,NA,Macrotermes,subhyalinus,NA,No,0.561299134,NA,Dictyoptera,
2a92970ac132a395d595fd2c4851f6f2,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Dictyoptera,Blattodea,NA,Blattoidea,Termitoidae,Termitidae,Macrotermitinae,NA,Macrotermes,subhyalinus,NA,No,0.58005816,NA,Dictyoptera,
638c5b1708caecf22eecf7b368a0976e,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Dictyoptera,Blattodea,NA,Blattoidea,Termitoidae,Termitidae,Macrotermitinae,NA,Macrotermes,subhyalinus,NA,No,0.636528045,NA,Dictyoptera,
536dc6b071701811e782d1c3088db0ad,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Dictyoptera,Blattodea,NA,Blattoidea,Termitoidae,Termitidae,Macrotermitinae,NA,Odontotermes,unclassified_Odontotermes,C-TB-2017,No,0.502364841,NA,Dictyoptera,
356c294befa8b6a31896bb67c70d2bc3,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Orthoptera,Ensifera,Tettigoniidea,Tettigonioidea,Tettigoniidae,Conocephalinae,Copiphorini,NA,Euconocephalus,pallidus,NA,No,0.625905484,NA,Orthoptera,
361077d675782dfe4b22e36d9630168d,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Orthoptera,Ensifera,Tettigoniidea,Tettigonioidea,Tettigoniidae,Conocephalinae,Copiphorini,NA,Euconocephalus,pallidus,NA,No,0.712802016,NA,Orthoptera,
23397ee74120861ec66ee80386d1e42f,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Coleoptera,Polyphaga,Scarabaeiformia,Scarabaeoidea,Geotrupidae,NA,NA,NA,Frickius,variolosus,NA,No,0.905785224,NA,Coleoptera,
3c48945e011d12c4d61613878be25907,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Phasmatodea,Verophasmatodea,Anareolatae,NA,Phasmatidae,Clitumninae,Clitumnini,NA,Ramulus,irregulariterdentatus,NA,No,0.58625767,NA,Phasmatodea,
bc59b6191ea4e0700b7bcc2ea50f6ec8,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Phasmatodea,Verophasmatodea,Anareolatae,NA,Phasmatidae,Clitumninae,Clitumnini,NA,Ramulus,irregulariterdentatus,NA,No,0.586218179,NA,Phasmatodea,
04315dbf455c32e99e21a021db468f89,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Phasmatodea,Verophasmatodea,Anareolatae,NA,Phasmatidae,Clitumninae,Clitumnini,NA,Ramulus,irregulariterdentatus,NA,No,0.413648074,NA,Phasmatodea,
12f3a243fe617875fb73504992951f92,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Phasmatodea,Verophasmatodea,Anareolatae,NA,Phasmatidae,Clitumninae,Clitumnini,NA,Ramulus,irregulariterdentatus,NA,No,0.44327989,NA,Phasmatodea,
5daf8cffabd03c64142ea36bd47a5001,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Phasmatodea,Verophasmatodea,Anareolatae,NA,Phasmatidae,Clitumninae,Clitumnini,NA,Ramulus,irregulariterdentatus,NA,No,0.443914024,NA,Phasmatodea,
